@RELATION mushroom

@ATTRIBUTE feature_01 {A, B, C, D, E, F}
@ATTRIBUTE feature_02 {A, B, C, D}
@ATTRIBUTE feature_03 {A, B, C, D, E, F, G, H, I, J}
@ATTRIBUTE feature_04 {A, B}
@ATTRIBUTE feature_05 {A, B, C, D, E, F, G, H, I}
@ATTRIBUTE feature_06 {A, B}
@ATTRIBUTE feature_07 {A, B}
@ATTRIBUTE feature_08 {A, B}
@ATTRIBUTE feature_09 {A, B, C, D, E, F, G, H, I, J, K, L}
@ATTRIBUTE feature_10 {A, B}
@ATTRIBUTE feature_11 {A, B, C, D, E}
@ATTRIBUTE feature_12 {A, B, C, D}
@ATTRIBUTE feature_13 {A, B, C, D}
@ATTRIBUTE feature_14 {A, B, C, D, E, F, G, H, I}
@ATTRIBUTE feature_15 {A, B, C, D, E, F, G, H, I}
@ATTRIBUTE feature_16 {A}
@ATTRIBUTE feature_17 {A, B, C, D}
@ATTRIBUTE feature_18 {A, B, C}
@ATTRIBUTE feature_19 {A, B, C, D, E}
@ATTRIBUTE feature_20 {A, B, C, D, E, F, G, H, I}
@ATTRIBUTE feature_21 {A, B, C, D, E, F}
@ATTRIBUTE feature_22 {A, B, C, D, E, F, G}
@ATTRIBUTE class {A, B}

@DATA
C,D,E,B,A,B,A,A,K,A,E,C,D,H,H,A,C,B,E,D,F,B,A
F,D,I,B,A,B,A,A,K,A,C,C,C,H,H,A,C,B,E,D,C,D,A
C,A,E,A,F,B,B,A,D,B,D,C,C,H,H,A,C,B,A,C,D,B,A
F,C,J,B,D,B,A,A,E,A,C,C,C,H,H,A,C,B,E,D,C,D,A
F,D,I,B,G,B,A,B,K,A,D,C,C,H,H,A,C,B,E,D,D,B,B
A,D,J,B,A,B,A,A,F,A,C,C,C,H,H,A,C,B,E,D,C,D,A
E,A,E,A,F,B,A,B,H,A,D,C,C,H,H,A,C,B,E,D,E,F,A
F,C,J,B,D,B,A,A,E,A,C,C,C,H,H,A,C,B,E,C,D,D,A
A,D,I,B,D,B,A,A,F,A,C,C,C,H,H,A,C,B,E,C,C,D,A
C,D,E,B,A,B,A,A,F,A,E,C,D,H,H,A,C,B,E,C,D,B,A
A,D,J,B,A,B,A,A,C,A,C,C,C,H,H,A,C,B,E,C,D,D,A
A,D,I,B,A,B,A,A,C,A,C,C,C,H,H,A,C,B,E,C,D,B,A
F,D,E,B,D,B,A,A,F,A,E,C,D,H,H,A,C,B,E,D,F,E,A
C,A,D,A,F,B,A,B,H,A,D,C,C,H,H,A,C,B,E,D,F,F,A
F,A,D,A,F,B,A,B,C,A,D,C,C,H,H,A,C,B,E,C,F,F,A
A,D,J,B,D,B,A,A,F,A,C,C,C,H,H,A,C,B,E,C,D,B,A
F,C,J,B,D,B,A,A,F,A,C,C,C,H,H,A,C,B,E,C,D,D,A
A,D,I,B,D,B,A,A,E,A,C,C,C,H,H,A,C,B,E,D,D,B,A
F,C,I,B,A,B,A,A,C,A,C,C,C,H,H,A,C,B,E,C,D,D,A
A,C,J,B,A,B,A,A,C,A,C,C,C,H,H,A,C,B,E,D,C,D,A
F,C,J,B,A,B,A,A,E,A,C,C,C,H,H,A,C,B,E,C,D,D,A
F,A,D,A,F,B,B,A,H,B,D,A,A,H,H,A,C,B,A,C,D,B,A
C,C,J,B,A,B,B,B,H,B,B,C,C,H,H,A,C,B,E,D,E,A,A
F,D,I,B,G,B,A,B,H,A,D,C,C,H,H,A,C,B,E,C,D,B,B
F,A,I,A,F,B,B,A,E,B,D,A,C,H,H,A,C,B,A,C,A,B,A
A,D,I,B,A,B,A,A,K,A,C,C,C,H,H,A,C,B,E,C,D,B,A
F,C,J,B,D,B,B,B,K,B,B,C,C,H,H,A,C,B,E,D,E,A,A
A,D,I,B,A,B,A,A,F,A,C,C,C,H,H,A,C,B,E,C,D,B,A
F,D,I,B,D,B,A,A,C,A,C,C,C,H,H,A,C,B,E,C,D,B,A
F,A,E,B,F,B,A,A,H,B,B,C,C,D,G,A,C,B,E,D,F,A,A
A,D,I,B,D,B,A,A,E,A,C,C,C,H,H,A,C,B,E,D,D,D,A
F,C,J,B,D,B,A,A,C,A,C,C,C,H,H,A,C,B,E,D,C,D,A
C,D,E,B,A,B,A,A,H,A,E,C,D,H,H,A,C,B,E,C,F,B,A
F,A,I,A,F,B,B,A,F,B,D,C,C,H,H,A,C,B,A,D,D,B,A
F,C,J,B,D,B,A,A,K,A,C,C,C,H,H,A,C,B,E,C,D,B,A
F,D,I,B,G,B,A,B,F,A,D,C,C,H,H,A,C,B,E,D,E,B,B
F,D,J,B,D,B,A,A,F,A,C,C,C,H,H,A,C,B,E,C,D,B,A
F,A,I,B,A,B,B,B,H,B,B,C,C,H,H,A,C,B,E,D,E,A,A
A,C,J,B,A,B,A,A,C,A,C,C,C,H,H,A,C,B,E,D,C,B,A
F,D,I,B,G,B,A,B,E,A,D,C,C,H,H,A,C,B,E,C,E,F,B
F,C,J,B,A,B,B,B,K,B,B,C,C,H,H,A,C,B,E,D,E,A,A
F,D,I,B,A,B,A,A,E,A,C,C,C,H,H,A,C,B,E,C,C,D,A
F,A,I,B,D,B,B,B,F,B,B,C,C,H,H,A,C,B,E,D,E,A,A
C,C,I,B,D,B,B,B,K,B,B,C,C,H,H,A,C,B,E,D,E,A,A
F,D,J,B,D,B,A,A,E,A,C,C,C,H,H,A,C,B,E,D,D,D,A
C,A,J,B,A,B,B,B,K,B,B,C,C,H,H,A,C,B,E,G,E,A,A
F,C,I,B,A,B,A,A,K,A,C,C,C,H,H,A,C,B,E,C,D,B,A
A,D,J,B,A,B,A,A,F,A,C,C,C,H,H,A,C,B,E,C,D,D,A
F,D,E,B,D,B,A,A,H,A,E,C,D,H,H,A,C,B,E,D,D,E,A
A,D,I,B,D,B,A,A,E,A,C,C,C,H,H,A,C,B,E,C,C,B,A
F,C,J,B,A,B,A,A,F,A,C,C,C,H,H,A,C,B,E,D,D,D,A
F,D,E,B,G,B,A,B,F,A,D,C,C,H,H,A,C,B,E,D,E,F,B
A,C,J,B,D,B,A,A,K,A,C,C,C,H,H,A,C,B,E,C,C,B,A
A,D,I,B,A,B,A,A,C,A,C,C,C,H,H,A,C,B,E,C,C,B,A
F,D,E,B,G,B,A,B,K,A,D,C,C,H,H,A,C,B,E,C,E,F,B
A,C,I,B,D,B,A,A,F,A,C,C,C,H,H,A,C,B,E,C,D,D,A
A,D,J,B,D,B,A,A,K,A,C,C,C,H,H,A,C,B,E,D,C,D,A
A,D,J,B,A,B,A,A,F,A,C,C,C,H,H,A,C,B,E,C,D,B,A
F,D,I,B,D,B,A,A,C,A,C,C,C,H,H,A,C,B,E,D,C,B,A
F,A,E,B,F,B,A,A,H,B,B,C,C,G,H,A,C,B,E,C,F,A,A
F,D,E,B,A,B,A,A,K,A,E,C,D,H,H,A,C,B,E,C,F,B,A
A,C,J,B,D,B,A,A,F,A,C,C,C,H,H,A,C,B,E,D,D,B,A
F,A,D,A,F,B,A,B,C,A,D,C,C,H,H,A,C,B,E,D,E,F,A
F,D,E,B,D,B,A,A,F,A,E,C,D,H,H,A,C,B,E,C,F,B,A
F,C,I,B,A,B,A,A,E,A,C,C,C,H,H,A,C,B,E,D,D,B,A
A,D,I,B,A,B,A,A,F,A,C,C,C,H,H,A,C,B,E,C,C,B,A
F,C,J,B,A,B,A,A,C,A,C,C,C,H,H,A,C,B,E,C,D,D,A
C,A,J,B,A,B,B,B,H,B,B,C,C,H,H,A,C,B,E,D,E,A,A
A,D,J,B,D,B,A,A,C,A,C,C,C,H,H,A,C,B,E,D,D,B,A
F,A,E,A,F,B,B,A,F,B,D,C,A,H,H,A,C,B,A,D,A,B,A
F,A,J,B,D,B,B,B,F,B,B,C,C,H,H,A,C,B,E,D,E,A,A
F,C,J,B,A,B,A,A,F,A,C,C,C,H,H,A,C,B,E,D,C,D,A
C,C,D,A,F,B,B,A,F,B,D,C,A,H,H,A,C,B,A,C,D,B,A
F,A,E,A,F,B,A,B,C,A,D,C,C,H,H,A,C,B,E,D,F,F,A
C,C,D,A,F,B,B,A,D,B,D,A,A,H,H,A,C,B,A,D,A,B,A
C,D,E,B,A,B,A,A,H,A,E,C,D,H,H,A,C,B,E,D,D,E,A
A,D,I,B,A,B,A,A,E,A,C,C,C,H,H,A,C,B,E,D,D,B,A
A,C,J,B,A,B,A,A,E,A,C,C,C,H,H,A,C,B,E,C,D,D,A
F,D,J,B,D,B,A,A,K,A,E,C,D,H,H,A,C,B,E,C,D,E,A
E,A,D,A,F,B,A,B,C,A,D,C,C,H,H,A,C,B,E,D,E,F,A
C,D,E,B,A,B,A,A,H,A,E,C,D,H,H,A,C,B,E,D,F,E,A
F,D,E,B,G,B,A,B,E,A,D,C,C,H,H,A,C,B,E,C,D,F,B
F,D,J,B,A,B,A,A,H,A,E,C,D,H,H,A,C,B,E,D,F,E,A
F,D,J,B,A,B,A,A,K,A,C,C,C,H,H,A,C,B,E,D,D,B,A
F,A,E,A,F,B,B,A,D,B,D,C,A,H,H,A,C,B,A,D,D,B,A
F,A,E,A,F,B,B,A,H,B,D,A,A,H,H,A,C,B,A,C,A,B,A
C,C,E,A,F,B,B,A,E,B,D,A,C,H,H,A,C,B,A,C,A,B,A
C,D,E,B,A,B,A,A,F,A,E,C,D,H,H,A,C,B,E,D,D,E,A
F,C,J,B,A,B,A,A,K,A,C,C,C,H,H,A,C,B,E,C,C,B,A
C,A,E,A,F,B,A,B,H,A,D,C,C,H,H,A,C,B,E,C,E,F,A
F,D,J,B,A,B,A,A,K,A,E,C,D,H,H,A,C,B,E,D,D,E,A
F,A,J,B,A,B,B,B,H,B,B,C,C,H,H,A,C,B,E,G,E,A,A
A,D,J,B,A,B,A,A,C,A,C,C,C,H,H,A,C,B,E,D,C,B,A
F,A,D,A,F,B,B,A,F,B,D,C,C,H,H,A,C,B,A,C,D,B,A
F,D,J,B,A,B,A,A,K,A,E,C,D,H,H,A,C,B,E,D,D,B,A
C,D,E,B,D,B,A,A,F,A,E,C,D,H,H,A,C,B,E,C,F,B,A
F,C,J,B,A,B,A,A,K,A,C,C,C,H,H,A,C,B,E,C,D,D,A
E,A,E,A,F,B,A,B,F,A,D,C,C,H,H,A,C,B,E,D,F,F,A
F,C,I,B,A,B,A,A,E,A,C,C,C,H,H,A,C,B,E,C,D,D,A
A,C,I,B,D,B,A,A,F,A,C,C,C,H,H,A,C,B,E,C,C,B,A
E,A,E,A,F,B,A,B,E,A,D,C,C,H,H,A,C,B,E,C,F,F,A
A,D,J,B,D,B,A,A,F,A,C,C,C,H,H,A,C,B,E,D,C,D,A
F,D,J,B,D,B,A,A,E,A,C,C,C,H,H,A,C,B,E,D,C,B,A
A,D,J,B,A,B,A,A,E,A,C,C,C,H,H,A,C,B,E,D,D,B,A
F,D,E,B,G,B,A,B,H,A,D,C,C,H,H,A,C,B,E,C,D,F,B
F,C,I,A,F,B,B,A,E,B,D,A,C,H,H,A,C,B,A,D,D,B,A
F,D,I,B,A,B,A,A,K,A,C,C,C,H,H,A,C,B,E,C,D,D,A
A,C,I,B,A,B,A,A,C,A,C,C,C,H,H,A,C,B,E,D,C,B,A
F,A,E,B,F,B,A,A,F,B,B,C,C,D,H,A,C,B,E,D,F,A,A
F,C,E,B,G,B,A,B,K,A,D,C,C,H,H,A,C,B,E,D,D,F,B
F,D,E,B,D,B,A,A,K,A,E,C,D,H,H,A,C,B,E,C,F,E,A
F,C,E,A,F,B,B,A,F,B,D,C,C,H,H,A,C,B,A,C,A,B,A
A,D,J,B,D,B,A,A,F,A,C,C,C,H,H,A,C,B,E,C,C,D,A
F,C,J,B,A,B,A,A,K,A,C,C,C,H,H,A,C,B,E,D,C,D,A
A,C,J,B,A,B,A,A,F,A,C,C,C,H,H,A,C,B,E,D,D,D,A
F,C,J,B,D,B,A,A,C,A,C,C,C,H,H,A,C,B,E,C,C,D,A
A,D,I,B,A,B,A,A,F,A,C,C,C,H,H,A,C,B,E,D,C,B,A
F,A,D,A,F,B,A,B,E,A,D,C,C,H,H,A,C,B,E,D,E,F,A
C,D,E,B,A,B,A,A,K,A,E,C,D,H,H,A,C,B,E,C,D,B,A
F,A,D,A,F,B,B,A,D,B,D,A,A,H,H,A,C,B,A,D,A,B,A
F,C,I,B,D,B,A,A,E,A,C,C,C,H,H,A,C,B,E,D,C,D,A
F,D,J,B,D,B,A,A,K,A,C,C,C,H,H,A,C,B,E,D,D,D,A
F,A,D,A,F,B,A,B,F,A,D,C,C,H,H,A,C,B,E,C,E,F,A
F,C,E,B,G,B,A,B,H,A,D,C,C,H,H,A,C,B,E,D,D,F,B
A,D,I,B,D,B,A,A,K,A,C,C,C,H,H,A,C,B,E,D,C,B,A
A,D,I,B,A,B,A,A,F,A,C,C,C,H,H,A,C,B,E,C,C,D,A
F,D,E,B,G,B,A,B,H,A,D,C,C,H,H,A,C,B,E,D,E,F,B
A,C,J,B,D,B,A,A,K,A,C,C,C,H,H,A,C,B,E,D,D,D,A
F,C,I,B,D,B,A,A,E,A,C,C,C,H,H,A,C,B,E,D,D,D,A
F,D,J,B,D,B,A,A,F,A,C,C,C,H,H,A,C,B,E,C,D,D,A
A,D,J,B,D,B,A,A,F,A,C,C,C,H,H,A,C,B,E,D,C,B,A
F,C,I,B,A,B,A,A,C,A,C,C,C,H,H,A,C,B,E,D,D,D,A
F,C,I,B,A,B,A,A,C,A,C,C,C,H,H,A,C,B,E,C,D,B,A
F,D,E,B,D,B,A,A,K,A,E,C,D,H,H,A,C,B,E,D,F,E,A
F,C,I,B,A,B,A,A,K,A,C,C,C,H,H,A,C,B,E,D,D,D,A
F,C,E,A,F,B,B,A,F,B,D,A,A,H,H,A,C,B,A,C,D,B,A
F,D,E,B,D,B,A,A,F,A,E,C,D,H,H,A,C,B,E,D,D,E,A
F,D,J,B,D,B,A,A,F,A,E,C,D,H,H,A,C,B,E,C,F,B,A
F,D,E,B,G,B,A,B,E,A,D,C,C,H,H,A,C,B,E,C,E,B,B
A,D,J,B,A,B,A,A,K,A,C,C,C,H,H,A,C,B,E,D,C,B,A
F,A,I,B,D,B,B,B,H,B,B,C,C,H,H,A,C,B,E,G,E,A,A
F,C,E,B,G,B,A,B,K,A,D,C,C,H,H,A,C,B,E,C,D,F,B
F,D,J,B,D,B,A,A,E,A,C,C,C,H,H,A,C,B,E,C,C,B,A
C,A,D,A,F,B,B,A,D,B,D,A,A,H,H,A,C,B,A,D,A,B,A
F,D,I,B,D,B,A,A,F,A,C,C,C,H,H,A,C,B,E,C,D,B,A
A,D,I,B,A,B,A,A,K,A,C,C,C,H,H,A,C,B,E,D,D,D,A
F,D,E,B,G,B,A,B,H,A,D,C,C,H,H,A,C,B,E,D,D,F,B
C,D,E,B,D,B,A,A,K,A,E,C,D,H,H,A,C,B,E,C,D,B,A
F,C,I,B,D,B,A,A,F,A,C,C,C,H,H,A,C,B,E,D,C,D,A
F,C,I,B,A,B,B,B,F,B,B,C,C,H,H,A,C,B,E,D,E,A,A
C,D,E,B,A,B,A,A,F,A,E,C,D,H,H,A,C,B,E,D,F,E,A
A,C,I,B,A,B,A,A,E,A,C,C,C,H,H,A,C,B,E,D,C,D,A
F,C,I,A,F,B,B,A,H,B,D,A,A,H,H,A,C,B,A,C,A,B,A
C,A,D,A,F,B,A,B,F,A,D,C,C,H,H,A,C,B,E,D,E,F,A
F,D,I,B,A,B,A,A,C,A,C,C,C,H,H,A,C,B,E,D,D,B,A
F,D,J,B,D,B,A,A,F,A,E,C,D,H,H,A,C,B,E,D,F,B,A
A,C,J,B,D,B,A,A,C,A,C,C,C,H,H,A,C,B,E,D,D,B,A
A,C,J,B,D,B,A,A,K,A,C,C,C,H,H,A,C,B,E,C,D,B,A
C,C,I,B,D,B,B,B,F,B,B,C,C,H,H,A,C,B,E,D,E,A,A
A,C,I,B,A,B,A,A,K,A,C,C,C,H,H,A,C,B,E,C,C,D,A
F,A,J,B,A,B,B,B,F,B,B,C,C,H,H,A,C,B,E,G,E,A,A
F,D,I,B,D,B,A,A,C,A,C,C,C,H,H,A,C,B,E,D,C,D,A
A,D,J,B,D,B,A,A,E,A,C,C,C,H,H,A,C,B,E,D,C,D,A
F,D,E,B,A,B,A,A,H,A,E,C,D,H,H,A,C,B,E,D,F,E,A
F,D,I,B,D,B,A,A,F,A,C,C,C,H,H,A,C,B,E,C,D,D,A
F,D,I,B,D,B,A,A,C,A,C,C,C,H,H,A,C,B,E,C,D,D,A
F,D,J,B,A,B,A,A,H,A,E,C,D,H,H,A,C,B,E,C,F,E,A
F,D,I,B,D,B,A,A,F,A,C,C,C,H,H,A,C,B,E,C,C,D,A
F,C,J,B,D,B,A,A,K,A,C,C,C,H,H,A,C,B,E,C,C,D,A
F,D,E,B,D,B,A,A,H,A,E,C,D,H,H,A,C,B,E,C,D,B,A
F,C,I,B,D,B,A,A,F,A,C,C,C,H,H,A,C,B,E,D,C,B,A
C,D,E,B,D,B,A,A,F,A,E,C,D,H,H,A,C,B,E,C,D,B,A
A,C,I,B,D,B,A,A,K,A,C,C,C,H,H,A,C,B,E,C,D,D,A
F,A,E,B,F,B,A,A,F,B,B,C,C,D,G,A,C,B,E,D,F,A,A
F,D,I,B,D,B,A,A,E,A,C,C,C,H,H,A,C,B,E,D,D,D,A
A,C,I,B,D,B,A,A,C,A,C,C,C,H,H,A,C,B,E,C,C,B,A
A,C,J,B,D,B,A,A,C,A,C,C,C,H,H,A,C,B,E,C,C,D,A
F,A,J,B,D,B,B,B,H,B,B,C,C,H,H,A,C,B,E,D,E,A,A
A,C,I,B,D,B,A,A,C,A,C,C,C,H,H,A,C,B,E,D,C,D,A
F,C,D,A,F,B,B,A,D,B,D,C,A,H,H,A,C,B,A,C,A,B,A
A,C,I,B,A,B,A,A,E,A,C,C,C,H,H,A,C,B,E,D,C,B,A
A,C,J,B,D,B,A,A,K,A,C,C,C,H,H,A,C,B,E,C,D,D,A
C,D,J,B,A,B,A,A,F,A,E,C,D,H,H,A,C,B,E,C,F,E,A
C,D,E,B,A,B,A,A,K,A,E,C,D,H,H,A,C,B,E,D,F,E,A
F,C,I,B,A,B,A,A,E,A,C,C,C,H,H,A,C,B,E,D,D,D,A
C,D,J,B,D,B,A,A,F,A,E,C,D,H,H,A,C,B,E,D,D,B,A
A,C,I,B,A,B,A,A,C,A,C,C,C,H,H,A,C,B,E,C,D,B,A
F,D,J,B,A,B,A,A,K,A,C,C,C,H,H,A,C,B,E,D,C,D,A
F,A,E,A,F,B,A,B,E,A,D,C,C,H,H,A,C,B,E,C,E,F,A
C,D,E,B,A,B,A,A,H,A,E,C,D,H,H,A,C,B,E,D,F,B,A
F,C,I,B,A,B,A,A,C,A,C,C,C,H,H,A,C,B,E,C,C,D,A
F,C,J,B,D,B,A,A,C,A,C,C,C,H,H,A,C,B,E,C,C,B,A
A,D,J,B,D,B,A,A,C,A,C,C,C,H,H,A,C,B,E,C,C,B,A
C,D,J,B,A,B,A,A,K,A,E,C,D,H,H,A,C,B,E,D,D,E,A
F,D,J,B,D,B,A,A,C,A,C,C,C,H,H,A,C,B,E,C,C,B,A
F,D,I,B,A,B,A,A,K,A,C,C,C,H,H,A,C,B,E,C,C,D,A
C,A,I,B,A,B,B,B,F,B,B,C,C,H,H,A,C,B,E,G,E,A,A
E,A,D,A,F,B,A,B,E,A,D,C,C,H,H,A,C,B,E,C,F,F,A
C,C,J,B,D,B,B,B,F,B,B,C,C,H,H,A,C,B,E,D,E,A,A
C,A,D,A,F,B,A,B,E,A,D,C,C,H,H,A,C,B,E,C,F,F,A
F,A,E,A,F,B,A,B,H,A,D,C,C,H,H,A,C,B,E,D,F,F,A
A,D,I,B,A,B,A,A,K,A,C,C,C,H,H,A,C,B,E,D,C,B,A
F,C,I,B,A,B,B,B,H,B,B,C,C,H,H,A,C,B,E,D,E,A,A
A,D,J,B,D,B,A,A,F,A,C,C,C,H,H,A,C,B,E,C,D,D,A
A,D,J,B,A,B,A,A,E,A,C,C,C,H,H,A,C,B,E,C,D,D,A
A,D,J,B,D,B,A,A,C,A,C,C,C,H,H,A,C,B,E,C,D,B,A
C,C,I,B,D,B,B,B,H,B,B,C,C,H,H,A,C,B,E,G,E,A,A
C,A,D,A,F,B,A,B,C,A,D,C,C,H,H,A,C,B,E,C,F,F,A
C,C,I,B,A,B,B,B,K,B,B,C,C,H,H,A,C,B,E,D,E,A,A
C,D,J,B,A,B,A,A,H,A,E,C,D,H,H,A,C,B,E,C,F,B,A
F,D,I,B,D,B,A,A,K,A,C,C,C,H,H,A,C,B,E,D,D,D,A
E,A,E,A,F,B,A,B,H,A,D,C,C,H,H,A,C,B,E,D,F,F,A
F,D,E,B,D,B,A,A,F,A,E,C,D,H,H,A,C,B,E,C,D,E,A
F,D,E,B,A,B,A,A,F,A,E,C,D,H,H,A,C,B,E,C,D,E,A
C,A,J,B,A,B,B,B,F,B,B,C,C,H,H,A,C,B,E,G,E,A,A
C,C,E,B,G,B,A,B,H,A,D,C,C,H,H,A,C,B,E,D,D,B,B
F,C,E,B,G,B,A,B,E,A,D,C,C,H,H,A,C,B,E,D,E,F,B
C,D,E,B,D,B,A,A,K,A,E,C,D,H,H,A,C,B,E,D,D,E,A
F,D,J,B,A,B,A,A,K,A,E,C,D,H,H,A,C,B,E,C,D,B,A
A,C,J,B,A,B,A,A,E,A,C,C,C,H,H,A,C,B,E,D,C,D,A
C,A,I,A,F,B,B,A,D,B,D,A,C,H,H,A,C,B,A,D,A,B,A
C,D,E,B,A,B,A,A,H,A,E,C,D,H,H,A,C,B,E,D,D,B,A
F,D,I,B,A,B,A,A,F,A,C,C,C,H,H,A,C,B,E,D,D,B,A
A,C,J,B,D,B,A,A,K,A,C,C,C,H,H,A,C,B,E,C,C,D,A
F,C,J,B,A,B,A,A,K,A,C,C,C,H,H,A,C,B,E,D,C,B,A
A,D,J,B,A,B,A,A,C,A,C,C,C,H,H,A,C,B,E,C,C,B,A
F,C,I,B,D,B,A,A,C,A,C,C,C,H,H,A,C,B,E,C,C,D,A
A,C,J,B,A,B,A,A,K,A,C,C,C,H,H,A,C,B,E,C,D,D,A
A,D,J,B,A,B,A,A,K,A,C,C,C,H,H,A,C,B,E,D,D,B,A
F,C,E,B,G,B,A,B,F,A,D,C,C,H,H,A,C,B,E,D,E,B,B
F,C,D,A,F,B,B,A,H,B,D,C,C,H,H,A,C,B,A,D,D,B,A
C,C,E,A,F,B,B,A,H,B,D,A,C,H,H,A,C,B,A,D,A,B,A
F,A,I,B,A,B,B,B,F,B,B,C,C,H,H,A,C,B,E,D,E,A,A
C,A,D,A,F,B,A,B,H,A,D,C,C,H,H,A,C,B,E,D,E,F,A
C,A,E,A,F,B,A,B,E,A,D,C,C,H,H,A,C,B,E,D,F,F,A
A,D,J,B,A,B,A,A,E,A,C,C,C,H,H,A,C,B,E,C,D,B,A
F,A,I,B,A,B,B,B,F,B,B,C,C,H,H,A,C,B,E,G,E,A,A
E,A,D,A,F,B,A,B,F,A,D,C,C,H,H,A,C,B,E,D,E,F,A
F,A,E,A,F,B,A,B,E,A,D,C,C,H,H,A,C,B,E,D,E,F,A
F,A,I,A,F,B,B,A,D,B,D,A,C,H,H,A,C,B,A,D,A,B,A
F,D,E,B,D,B,A,A,F,A,E,C,D,H,H,A,C,B,E,C,F,E,A
A,C,J,B,A,B,A,A,E,A,C,C,C,H,H,A,C,B,E,C,C,B,A
F,D,I,B,D,B,A,A,E,A,C,C,C,H,H,A,C,B,E,C,D,B,A
F,D,J,B,A,B,A,A,E,A,C,C,C,H,H,A,C,B,E,D,C,B,A
F,C,I,B,D,B,A,A,K,A,C,C,C,H,H,A,C,B,E,C,C,D,A
A,C,I,B,D,B,A,A,F,A,C,C,C,H,H,A,C,B,E,C,D,B,A
C,D,J,B,A,B,A,A,H,A,E,C,D,H,H,A,C,B,E,D,F,E,A
F,C,E,B,G,B,A,B,F,A,D,C,C,H,H,A,C,B,E,D,D,F,B
C,A,D,A,F,B,A,B,F,A,D,C,C,H,H,A,C,B,E,C,F,F,A
A,C,J,B,D,B,A,A,K,A,C,C,C,H,H,A,C,B,E,D,D,B,A
C,D,E,B,A,B,A,A,K,A,E,C,D,H,H,A,C,B,E,D,D,E,A
F,C,J,B,A,B,A,A,E,A,C,C,C,H,H,A,C,B,E,D,D,D,A
F,A,E,A,F,B,A,B,E,A,D,C,C,H,H,A,C,B,E,C,F,F,A
C,D,J,B,A,B,A,A,K,A,E,C,D,H,H,A,C,B,E,D,F,E,A
F,D,E,B,A,B,A,A,F,A,E,C,D,H,H,A,C,B,E,D,F,E,A
F,C,I,B,A,B,A,A,F,A,C,C,C,H,H,A,C,B,E,C,D,B,A
F,D,I,B,G,B,A,B,F,A,D,C,C,H,H,A,C,B,E,C,D,B,B
C,D,E,B,D,B,A,A,K,A,E,C,D,H,H,A,C,B,E,C,F,E,A
C,C,E,B,G,B,A,B,E,A,D,C,C,H,H,A,C,B,E,C,D,B,B
F,A,I,A,F,B,B,A,E,B,D,A,C,H,H,A,C,B,A,C,D,B,A
A,D,I,B,A,B,A,A,E,A,C,C,C,H,H,A,C,B,E,C,D,D,A
E,A,E,A,F,B,A,B,H,A,D,C,C,H,H,A,C,B,E,C,E,F,A
F,D,J,B,D,B,A,A,C,A,C,C,C,H,H,A,C,B,E,D,D,D,A
C,C,I,B,A,B,B,B,H,B,B,C,C,H,H,A,C,B,E,G,E,A,A
F,C,J,B,A,B,A,A,F,A,C,C,C,H,H,A,C,B,E,C,D,D,A
C,A,D,A,F,B,B,A,H,B,D,C,A,H,H,A,C,B,A,C,D,B,A
F,D,I,B,G,B,A,B,F,A,D,C,C,H,H,A,C,B,E,D,D,B,B
F,D,J,B,A,B,A,A,H,A,E,C,D,H,H,A,C,B,E,C,D,B,A
C,A,E,A,F,B,B,A,F,B,D,C,C,H,H,A,C,B,A,C,A,B,A
F,C,I,B,A,B,A,A,K,A,C,C,C,H,H,A,C,B,E,C,D,D,A
A,D,J,B,D,B,A,A,C,A,C,C,C,H,H,A,C,B,E,D,D,D,A
C,A,D,A,F,B,A,B,C,A,D,C,C,H,H,A,C,B,E,D,E,F,A
F,A,J,B,D,B,B,B,H,B,B,C,C,H,H,A,C,B,E,G,E,A,A
F,C,J,B,A,B,A,A,C,A,C,C,C,H,H,A,C,B,E,D,C,D,A
C,A,E,A,F,B,A,B,F,A,D,C,C,H,H,A,C,B,E,D,F,F,A
F,A,D,A,F,B,B,A,D,B,D,A,C,H,H,A,C,B,A,D,D,B,A
F,D,J,B,D,B,A,A,H,A,E,C,D,H,H,A,C,B,E,C,D,E,A
C,C,I,B,D,B,B,B,H,B,B,C,C,H,H,A,C,B,E,D,E,A,A
F,C,J,B,D,B,A,A,E,A,C,C,C,H,H,A,C,B,E,C,D,B,A
C,D,J,B,A,B,A,A,H,A,E,C,D,H,H,A,C,B,E,C,F,E,A
F,D,E,B,G,B,A,B,E,A,D,C,C,H,H,A,C,B,E,C,E,F,B
F,A,I,B,D,B,B,B,K,B,B,C,C,H,H,A,C,B,E,G,E,A,A
F,C,I,B,D,B,A,A,K,A,C,C,C,H,H,A,C,B,E,C,C,B,A
F,D,J,B,A,B,A,A,C,A,C,C,C,H,H,A,C,B,E,D,C,D,A
A,C,J,B,A,B,A,A,C,A,C,C,C,H,H,A,C,B,E,D,D,B,A
F,C,J,B,A,B,B,B,K,B,B,C,C,H,H,A,C,B,E,G,E,A,A
F,C,J,B,A,B,B,B,F,B,B,C,C,H,H,A,C,B,E,G,E,A,A
F,A,I,A,F,B,B,A,F,B,D,A,C,H,H,A,C,B,A,C,D,B,A
A,C,I,B,A,B,A,A,K,A,C,C,C,H,H,A,C,B,E,D,D,D,A
F,D,I,B,G,B,A,B,K,A,D,C,C,H,H,A,C,B,E,C,E,B,B
